otb.month_key,otb.fiscal_month,otb.channel,otb.dept_key,otb.division,otb.department,otb.lead_time_weeks,otb.po_placement_by,otb.po_status,otb.days_past_placement,otb.status_rank,otb.plan_receipts_cost,otb.on_order_cost,otb.open_to_buy_cost
FY2026-12,Jan,Wholesale,Women Dresses,Women,Dresses,15,2026-09-20,Open,-44,2,5226.46,2665.3,2561.16
FY2026-12,Jan,Ecommerce,Women Bottoms,Women,Bottoms,15,2026-09-20,Open,-44,2,0,0,0
FY2026-12,Jan,Retail Stores,Boys Tops,Boys,Tops,15,2026-09-20,Open,-44,2,0,0,0
FY2026-12,Jan,Wholesale,Boys Tops,Boys,Tops,15,2026-09-20,Open,-44,2,16346.32,9169.96,7176.36
FY2026-12,Jan,Ecommerce,Women Dresses,Women,Dresses,15,2026-09-20,Open,-44,2,0,0,0
FY2026-12,Jan,Wholesale,Women Bottoms,Women,Bottoms,15,2026-09-20,Open,-44,2,4532.54,2513.42,2019.12
FY2026-12,Jan,Retail Stores,Women Bottoms,Women,Bottoms,15,2026-09-20,Open,-44,2,0,0,0
FY2026-12,Jan,Ecommerce,Baby Accessories,Baby,Accessories,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Baby Rompers,Baby,Rompers,14,2026-09-27,Open,-51,2,14703.35,8233.32,6470.03
FY2026-12,Jan,Retail Stores,Girls Dresses,Girls,Dresses,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Girls Dresses,Girls,Dresses,14,2026-09-27,Open,-51,2,52654.13,29099.87,23554.26
FY2026-12,Jan,Retail Stores,Baby Accessories,Baby,Accessories,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Retail Stores,Boys Bottoms,Boys,Bottoms,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Retail Stores,Boys Swim,Boys,Swim,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Boys Bottoms,Boys,Bottoms,14,2026-09-27,Open,-51,2,11194.31,7570.51,3623.8
FY2026-12,Jan,Ecommerce,Boys Bottoms,Boys,Bottoms,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Ecommerce,Girls Swim,Girls,Swim,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Girls Swim,Girls,Swim,14,2026-09-27,Open,-51,2,9462.94,5317.08,4145.86
FY2026-12,Jan,Wholesale,Baby Accessories,Baby,Accessories,14,2026-09-27,Open,-51,2,5295.94,3581.29,1714.65
FY2026-12,Jan,Retail Stores,Girls Sleepwear,Girls,Sleepwear,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Retail Stores,Girls Swim,Girls,Swim,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Boys Swim,Boys,Swim,14,2026-09-27,Open,-51,2,6726.98,4632.01,2094.97
FY2026-12,Jan,Ecommerce,Girls Dresses,Girls,Dresses,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Ecommerce,Baby Rompers,Baby,Rompers,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Retail Stores,Baby Rompers,Baby,Rompers,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Ecommerce,Boys Swim,Boys,Swim,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Baby Sets,Baby,Sets,14,2026-09-27,Open,-51,2,4816.06,2995.29,1820.77
FY2026-12,Jan,Retail Stores,Baby Sets,Baby,Sets,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Ecommerce,Girls Sleepwear,Girls,Sleepwear,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Ecommerce,Baby Sets,Baby,Sets,14,2026-09-27,Open,-51,2,0,0,0
FY2026-12,Jan,Wholesale,Girls Sleepwear,Girls,Sleepwear,14,2026-09-27,Open,-51,2,22950.87,12559.02,10391.85
FY2026-12,Jan,Ecommerce,Women Tops,Women,Tops,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Wholesale,Boys Sets,Boys,Sets,13,2026-10-04,Open,-58,2,5547.84,3230.55,2317.29
FY2026-12,Jan,Retail Stores,Girls Sets,Girls,Sets,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Wholesale,Women Tops,Women,Tops,13,2026-10-04,Open,-58,2,7024.61,4271.72,2752.89
FY2026-12,Jan,Retail Stores,Women Tops,Women,Tops,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Retail Stores,Boys Sets,Boys,Sets,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Ecommerce,Girls Sets,Girls,Sets,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Ecommerce,Boys Sets,Boys,Sets,13,2026-10-04,Open,-58,2,0,0,0
FY2026-12,Jan,Wholesale,Girls Sets,Girls,Sets,13,2026-10-04,Open,-58,2,18381.8,10546.85,7834.95
FY2026-12,Jan,Wholesale,Baby Sleepwear,Baby,Sleepwear,12,2026-10-11,Open,-65,2,11935.05,7831.97,4103.08
FY2026-12,Jan,Ecommerce,Baby Sleepwear,Baby,Sleepwear,12,2026-10-11,Open,-65,2,0,0,0
FY2026-12,Jan,Retail Stores,Baby Sleepwear,Baby,Sleepwear,12,2026-10-11,Open,-65,2,0,0,0
FY2026-12,Jan,Ecommerce,Boys Sleepwear,Boys,Sleepwear,11,2026-10-18,Open,-72,2,0,0,0
FY2026-12,Jan,Wholesale,Boys Sleepwear,Boys,Sleepwear,11,2026-10-18,Open,-72,2,3449.68,1972.21,1477.47
FY2026-12,Jan,Retail Stores,Boys Sleepwear,Boys,Sleepwear,11,2026-10-18,Open,-72,2,0,0,0
FY2026-12,Jan,Wholesale,Girls Outerwear,Girls,Outerwear,11,2026-10-18,Open,-72,2,2960.22,1855.49,1104.73
FY2026-12,Jan,Retail Stores,Girls Outerwear,Girls,Outerwear,11,2026-10-18,Open,-72,2,0,0,0
FY2026-12,Jan,Ecommerce,Girls Outerwear,Girls,Outerwear,11,2026-10-18,Open,-72,2,0,0,0
FY2026-07,Aug,Wholesale,Girls Bottoms,Girls,Bottoms,16,2026-04-12,Committed,117,3,883.63,883.63,0
FY2026-07,Aug,Retail Stores,Women Sleepwear,Women,Sleepwear,16,2026-04-12,Committed,117,3,3409.57,3409.57,0
FY2026-07,Aug,Ecommerce,Women Sleepwear,Women,Sleepwear,16,2026-04-12,Committed,117,3,8798.96,8798.96,0
FY2026-07,Aug,Retail Stores,Girls Bottoms,Girls,Bottoms,16,2026-04-12,Committed,117,3,19034.86,19034.86,0
FY2026-07,Aug,Ecommerce,Girls Bottoms,Girls,Bottoms,16,2026-04-12,Committed,117,3,53296.97,53296.97,0
FY2026-07,Aug,Retail Stores,Girls Tops,Girls,Tops,16,2026-04-12,Committed,117,3,28573.94,28573.94,0
FY2026-07,Aug,Ecommerce,Girls Tops,Girls,Tops,16,2026-04-12,Committed,117,3,75718.09,75718.09,0
FY2026-07,Aug,Wholesale,Women Dresses,Women,Dresses,15,2026-04-19,Committed,110,3,330.32,330.32,0
FY2026-07,Aug,Retail Stores,Women Dresses,Women,Dresses,15,2026-04-19,Committed,110,3,6182.79,6182.79,0
FY2026-07,Aug,Ecommerce,Women Dresses,Women,Dresses,15,2026-04-19,Committed,110,3,12975.29,12975.29,0
FY2026-07,Aug,Wholesale,Women Bottoms,Women,Bottoms,15,2026-04-19,Committed,110,3,51.86,51.86,0
FY2026-07,Aug,Retail Stores,Women Bottoms,Women,Bottoms,15,2026-04-19,Committed,110,3,4583.35,4583.35,0
FY2026-07,Aug,Retail Stores,Boys Tops,Boys,Tops,15,2026-04-19,Committed,110,3,17228.47,17228.47,0
FY2026-07,Aug,Ecommerce,Boys Tops,Boys,Tops,15,2026-04-19,Committed,110,3,34562.2,34562.2,0
FY2026-07,Aug,Ecommerce,Women Bottoms,Women,Bottoms,15,2026-04-19,Committed,110,3,11872.99,11872.99,0
FY2026-07,Aug,Ecommerce,Baby Accessories,Baby,Accessories,14,2026-04-26,Committed,103,3,13247.25,13247.25,0
FY2026-07,Aug,Retail Stores,Girls Sleepwear,Girls,Sleepwear,14,2026-04-26,Committed,103,3,24916.95,24916.95,0
FY2026-07,Aug,Ecommerce,Boys Swim,Boys,Swim,14,2026-04-26,Committed,103,3,21243.3,21243.3,0
FY2026-07,Aug,Wholesale,Boys Swim,Boys,Swim,14,2026-04-26,Committed,103,3,557.53,557.53,0
FY2026-07,Aug,Wholesale,Boys Bottoms,Boys,Bottoms,14,2026-04-26,Committed,103,3,1171.89,1171.89,0
FY2026-07,Aug,Retail Stores,Boys Swim,Boys,Swim,14,2026-04-26,Committed,103,3,6372.37,6372.37,0
FY2026-07,Aug,Ecommerce,Baby Rompers,Baby,Rompers,14,2026-04-26,Committed,103,3,32202.8,32202.8,0
FY2026-07,Aug,Ecommerce,Girls Swim,Girls,Swim,14,2026-04-26,Committed,103,3,18786.56,18786.56,0
FY2026-07,Aug,Retail Stores,Boys Bottoms,Boys,Bottoms,14,2026-04-26,Committed,103,3,15773.82,15773.82,0
FY2026-07,Aug,Ecommerce,Boys Bottoms,Boys,Bottoms,14,2026-04-26,Committed,103,3,30935.4,30935.4,0
FY2026-07,Aug,Retail Stores,Baby Rompers,Baby,Rompers,14,2026-04-26,Committed,103,3,14317.83,14317.83,0
FY2026-07,Aug,Ecommerce,Girls Sleepwear,Girls,Sleepwear,14,2026-04-26,Committed,103,3,48409.09,48409.09,0
FY2026-07,Aug,Wholesale,Baby Rompers,Baby,Rompers,14,2026-04-26,Committed,103,3,1144.76,1144.76,0
FY2026-07,Aug,Wholesale,Girls Dresses,Girls,Dresses,14,2026-04-26,Committed,103,3,5837.25,5837.25,0
FY2026-07,Aug,Retail Stores,Baby Accessories,Baby,Accessories,14,2026-04-26,Committed,103,3,6410.84,6410.84,0
FY2026-07,Aug,Ecommerce,Baby Sets,Baby,Sets,14,2026-04-26,Committed,103,3,11258.03,11258.03,0
FY2026-07,Aug,Retail Stores,Baby Sets,Baby,Sets,14,2026-04-26,Committed,103,3,6307.48,6307.48,0
FY2026-07,Aug,Retail Stores,Girls Dresses,Girls,Dresses,14,2026-04-26,Committed,103,3,56414.93,56414.93,0
FY2026-07,Aug,Wholesale,Girls Swim,Girls,Swim,14,2026-04-26,Committed,103,3,114.53,114.53,0
FY2026-07,Aug,Retail Stores,Girls Swim,Girls,Swim,14,2026-04-26,Committed,103,3,10531.73,10531.73,0
FY2026-07,Aug,Wholesale,Girls Sleepwear,Girls,Sleepwear,14,2026-04-26,Committed,103,3,1557.46,1557.46,0
FY2026-07,Aug,Ecommerce,Girls Dresses,Girls,Dresses,14,2026-04-26,Committed,103,3,131626.38,131626.38,0
FY2026-07,Aug,Ecommerce,Women Tops,Women,Tops,13,2026-05-03,Committed,96,3,15473.48,15473.48,0
FY2026-07,Aug,Retail Stores,Boys Sets,Boys,Sets,13,2026-05-03,Committed,96,3,5476.88,5476.88,0
FY2026-07,Aug,Ecommerce,Boys Sets,Boys,Sets,13,2026-05-03,Committed,96,3,13868.9,13868.9,0
FY2026-07,Aug,Ecommerce,Girls Sets,Girls,Sets,13,2026-05-03,Committed,96,3,45082.23,45082.23,0
FY2026-07,Aug,Retail Stores,Women Tops,Women,Tops,13,2026-05-03,Committed,96,3,7324.32,7324.32,0
FY2026-07,Aug,Wholesale,Women Tops,Women,Tops,13,2026-05-03,Committed,96,3,375.34,375.34,0
FY2026-07,Aug,Retail Stores,Girls Sets,Girls,Sets,13,2026-05-03,Committed,96,3,19764.97,19764.97,0
FY2026-07,Aug,Ecommerce,Baby Sleepwear,Baby,Sleepwear,12,2026-05-10,Committed,89,3,26948.36,26948.36,0
FY2026-08,Sep,Wholesale,Girls Bottoms,Girls,Bottoms,16,2026-05-10,Committed,89,3,29136.72,29136.72,0
FY2026-08,Sep,Ecommerce,Girls Tops,Girls,Tops,16,2026-05-10,Committed,89,3,45095.39,45095.39,0
FY2026-08,Sep,Retail Stores,Girls Bottoms,Girls,Bottoms,16,2026-05-10,Committed,89,3,15437.7,15437.7,0
FY2026-07,Aug,Retail Stores,Baby Sleepwear,Baby,Sleepwear,12,2026-05-10,Committed,89,3,13258.28,13258.28,0
FY2026-08,Sep,Ecommerce,Women Sleepwear,Women,Sleepwear,16,2026-05-10,Committed,89,3,4475.28,4475.28,0
FY2026-07,Aug,Wholesale,Baby Sleepwear,Baby,Sleepwear,12,2026-05-10,Committed,89,3,307.72,307.72,0
FY2026-08,Sep,Ecommerce,Girls Bottoms,Girls,Bottoms,16,2026-05-10,Committed,89,3,31947.09,31947.09,0
FY2026-08,Sep,Retail Stores,Girls Tops,Girls,Tops,16,2026-05-10,Committed,89,3,20778,20378.68,399.32
FY2026-08,Sep,Retail Stores,Women Sleepwear,Women,Sleepwear,16,2026-05-10,Committed,89,3,3413.35,3413.35,0
FY2026-08,Sep,Retail Stores,Boys Tops,Boys,Tops,15,2026-05-17,Committed,82,3,15598.78,15598.78,0
FY2026-07,Aug,Ecommerce,Boys Sleepwear,Boys,Sleepwear,11,2026-05-17,Committed,82,3,7319.6,7319.6,0
FY2026-08,Sep,Retail Stores,Women Dresses,Women,Dresses,15,2026-05-17,Committed,82,3,3496.91,3439.22,57.69
FY2026-07,Aug,Ecommerce,Girls Outerwear,Girls,Outerwear,11,2026-05-17,Committed,82,3,6363.14,6363.14,0
FY2026-07,Aug,Wholesale,Boys Sleepwear,Boys,Sleepwear,11,2026-05-17,Committed,82,3,287.32,287.32,0
FY2026-08,Sep,Wholesale,Boys Tops,Boys,Tops,15,2026-05-17,Committed,82,3,24905.66,24905.66,0
FY2026-07,Aug,Retail Stores,Girls Outerwear,Girls,Outerwear,11,2026-05-17,Committed,82,3,3181.63,3181.63,0
FY2026-08,Sep,Ecommerce,Boys Tops,Boys,Tops,15,2026-05-17,Committed,82,3,40532.94,40532.94,0
FY2026-08,Sep,Wholesale,Women Dresses,Women,Dresses,15,2026-05-17,Committed,82,3,8991.54,8834.35,157.19
FY2026-08,Sep,Ecommerce,Women Dresses,Women,Dresses,15,2026-05-17,Committed,82,3,10418.9,10371.35,47.55
FY2026-07,Aug,Wholesale,Girls Outerwear,Girls,Outerwear,11,2026-05-17,Committed,82,3,349.99,349.99,0
FY2026-07,Aug,Retail Stores,Boys Sleepwear,Boys,Sleepwear,11,2026-05-17,Committed,82,3,3974.14,3974.14,0
FY2026-08,Sep,Wholesale,Women Bottoms,Women,Bottoms,15,2026-05-17,Committed,82,3,6848.66,6646.73,201.93
FY2026-08,Sep,Ecommerce,Women Bottoms,Women,Bottoms,15,2026-05-17,Committed,82,3,7545.74,7545.74,0
FY2026-08,Sep,Retail Stores,Women Bottoms,Women,Bottoms,15,2026-05-17,Committed,82,3,4002.43,4002.43,0
FY2026-08,Sep,Wholesale,Girls Swim,Girls,Swim,14,2026-05-24,Committed,75,3,14062.17,14062.17,0
FY2026-08,Sep,Retail Stores,Girls Swim,Girls,Swim,14,2026-05-24,Committed,75,3,6461.77,6461.77,0
FY2026-08,Sep,Ecommerce,Baby Accessories,Baby,Accessories,14,2026-05-24,Committed,75,3,6922.06,6922.06,0
FY2026-08,Sep,Retail Stores,Baby Accessories,Baby,Accessories,14,2026-05-24,Committed,75,3,4296.27,4296.27,0
FY2026-08,Sep,Ecommerce,Girls Swim,Girls,Swim,14,2026-05-24,Committed,75,3,15372.42,15372.42,0
FY2026-08,Sep,Wholesale,Boys Bottoms,Boys,Bottoms,14,2026-05-24,Committed,75,3,15877.07,15877.07,0
FY2026-08,Sep,Wholesale,Baby Accessories,Baby,Accessories,14,2026-05-24,Committed,75,3,7568.11,7568.11,0
FY2026-08,Sep,Ecommerce,Baby Rompers,Baby,Rompers,14,2026-05-24,Committed,75,3,25544.04,25544.04,0
FY2026-08,Sep,Wholesale,Baby Rompers,Baby,Rompers,14,2026-05-24,Committed,75,3,21575.21,21575.21,0
FY2026-08,Sep,Wholesale,Girls Sleepwear,Girls,Sleepwear,14,2026-05-24,Committed,75,3,33879.96,33879.96,0
FY2026-08,Sep,Retail Stores,Baby Sets,Baby,Sets,14,2026-05-24,Committed,75,3,4048.34,4048.34,0
FY2026-08,Sep,Retail Stores,Boys Swim,Boys,Swim,14,2026-05-24,Committed,75,3,5756.28,5756.28,0
FY2026-08,Sep,Wholesale,Baby Sets,Baby,Sets,14,2026-05-24,Committed,75,3,7228.9,7228.9,0
FY2026-08,Sep,Ecommerce,Boys Bottoms,Boys,Bottoms,14,2026-05-24,Committed,75,3,21146.83,20563.36,583.47
FY2026-08,Sep,Ecommerce,Girls Sleepwear,Girls,Sleepwear,14,2026-05-24,Committed,75,3,40086.96,40086.96,0
FY2026-08,Sep,Wholesale,Girls Dresses,Girls,Dresses,14,2026-05-24,Committed,75,3,78795.64,78795.64,0
FY2026-08,Sep,Retail Stores,Girls Dresses,Girls,Dresses,14,2026-05-24,Committed,75,3,50014.22,49321.76,692.46
FY2026-08,Sep,Ecommerce,Boys Swim,Boys,Swim,14,2026-05-24,Committed,75,3,9492.41,9492.41,0
FY2026-08,Sep,Ecommerce,Girls Dresses,Girls,Dresses,14,2026-05-24,Committed,75,3,82811.12,80964.19,1846.93
FY2026-08,Sep,Retail Stores,Girls Sleepwear,Girls,Sleepwear,14,2026-05-24,Committed,75,3,13861.49,13720.97,140.52
FY2026-08,Sep,Ecommerce,Women Tops,Women,Tops,13,2026-05-31,Committed,68,3,12974.32,12974.32,0
FY2026-08,Sep,Retail Stores,Women Tops,Women,Tops,13,2026-05-31,Committed,68,3,5239.19,5239.19,0
FY2026-08,Sep,Wholesale,Girls Sets,Girls,Sets,13,2026-05-31,Committed,68,3,28069.53,27624.76,444.77
FY2026-08,Sep,Wholesale,Boys Sets,Boys,Sets,13,2026-05-31,Committed,68,3,7790.47,7790.47,0
FY2026-08,Sep,Retail Stores,Boys Sets,Boys,Sets,13,2026-05-31,Committed,68,3,3986.54,3986.54,0
FY2026-08,Sep,Wholesale,Women Tops,Women,Tops,13,2026-05-31,Committed,68,3,10140.3,10140.3,0
FY2026-08,Sep,Ecommerce,Boys Sets,Boys,Sets,13,2026-05-31,Committed,68,3,8377.59,8377.59,0
FY2026-08,Sep,Retail Stores,Boys Sleepwear,Boys,Sleepwear,11,2026-06-14,Committed,54,3,1918.06,1916.11,1.95
FY2026-08,Sep,Retail Stores,Girls Outerwear,Girls,Outerwear,11,2026-06-14,Committed,54,3,2226.67,2226.67,0
FY2026-08,Sep,Ecommerce,Boys Sleepwear,Boys,Sleepwear,11,2026-06-14,Committed,54,3,6454.24,6454.24,0
FY2026-08,Sep,Wholesale,Boys Sleepwear,Boys,Sleepwear,11,2026-06-14,Committed,54,3,5656.44,5588.91,67.53
FY2026-08,Sep,Ecommerce,Girls Outerwear,Girls,Outerwear,11,2026-06-14,Committed,54,3,5382.33,5250.35,131.98
FY2026-08,Sep,Wholesale,Girls Outerwear,Girls,Outerwear,11,2026-06-14,Committed,54,3,4197.03,4076.79,120.24
